name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
Cozy Large Sunny Artist Retreat 10min to Manhattan,269114687,Felicia,Brooklyn,Williamsburg,40.71799,-73.95826,Entire home/apt,188,5,1,2019-06-30,1.0,1,51
"Clean, Cozy Private Bedroom/Apartment",11332183,Tj,Manhattan,Harlem,40.81281,-73.94475,Private room,65,3,3,2019-05-27,0.45,1,0
Quiet and Sunny studio in EV,10150931,Pierre,Manhattan,East Village,40.72811,-73.98663,Entire home/apt,170,2,7,2016-09-25,0.11,1,312
Modern Touch.,159369488,Tara,Queens,Arverne,40.59686,-73.80262,Entire home/apt,200,2,18,2019-07-06,1.3,1,202
"Heart of Greenwich Village - Large, Clean Space",17056215,Yaniv And Vanessa,Manhattan,Greenwich Village,40.73055,-74.0007,Entire home/apt,180,2,28,2018-12-31,0.58,1,0
"Huge Apartment & Private Bathroom, Upper East Side",47746841,Jonathan,Manhattan,Upper East Side,40.76521,-73.96337,Private room,99,3,14,2019-06-29,3.09,1,44
"A Quiet, Sunny Gem in Crown Heights",76426686,Bunge,Brooklyn,Crown Heights,40.6687,-73.93628,Private room,50,5,0,,,1,0
"Modern, Private Bedroom in East Harlem",74205904,Carly,Manhattan,East Harlem,40.79368,-73.94294,Private room,75,2,3,2019-05-05,0.89,1,0
Rock Rock Rockaway Beach House,92523072,Bill,Queens,Rockaway Beach,40.58862,-73.81276,Entire home/apt,150,2,14,2019-07-03,7.24,1,97
Great Deal! Sunny 2 Bedroom in Greenpoint!,187487947,Diego,Brooklyn,Greenpoint,40.73344,-73.95653,Entire home/apt,100,1,26,2019-06-01,4.67,6,0
Cozy Apartment in Lively Brooklyn 15 Min from Pier,117380551,Sade,Brooklyn,Crown Heights,40.67115,-73.94932,Entire home/apt,110,2,0,,,1,107
Cozy Bedroom in the Heart of Downtown Manhattan,111849930,Kaitlin,Manhattan,Lower East Side,40.72275,-73.98918,Private room,120,4,0,,,1,0
Luxury Private Bedroom (near JFK),141052003,Nicole,Queens,Jamaica,40.68558,-73.78018,Private room,65,1,8,2018-09-26,0.42,4,155
Gorgeous Cozy Brooklyn apartment suite,99133678,Chelsea,Queens,Ridgewood,40.7092,-73.91246,Private room,25,1,0,,,1,0
Charming Creative Corner in Crown Heights,20976078,Amer,Brooklyn,Crown Heights,40.67516,-73.95416,Private room,90,1,10,2019-04-15,1.26,1,0
COSY SPACIOUS LOFT IN EAST WILLIAMSBURG,25705033,Agathe,Brooklyn,Williamsburg,40.70604,-73.93802,Entire home/apt,190,2,1,2018-04-23,0.07,1,0
Beautiful Upper West Side Studio,43257501,Tara,Manhattan,Upper West Side,40.77795,-73.9825,Entire home/apt,125,2,1,2015-09-06,0.02,1,0
Small room for 1 Person-Best Value,35927005,Kathy,Brooklyn,Borough Park,40.63448,-74.00563,Private room,50,1,2,2019-06-20,0.24,10,365
"Cozy 3 and 1/2 bedroom apt ,near Times Square",1982425,Nya,Manhattan,Hell's Kitchen,40.75702,-73.99458,Private room,95,7,2,2019-05-15,0.14,1,335
Room in a loft in Tribeca,23372553,Valentine,Manhattan,Tribeca,40.71561,-74.00642,Private room,75,1,1,2015-12-27,0.02,1,0
Only 5 Min. to Manhattan!,2148881,Grace,Queens,Long Island City,40.74826,-73.94633,Private room,50,180,69,2016-09-28,0.79,1,0
HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,40.68174,-73.91921,Entire home/apt,300,2,40,2019-06-23,0.68,1,0
Awesome Deal NYC,16286162,Pat,Bronx,Allerton,40.86677,-73.85938,Private room,49,2,114,2019-06-29,1.87,4,240
"Prime Chelsea Location,Washer/Dryer",7245581,Michael,Manhattan,Chelsea,40.75029,-73.99556,Entire home/apt,98,120,38,2019-05-15,0.54,19,290
Brooklyn Brownstone parlor living with full A/C,679157,Jeremy,Brooklyn,Prospect Heights,40.68125,-73.97236,Entire home/apt,199,2,4,2019-05-20,0.15,1,179
Sonder | Madison Ave | Restful 1BR + Gym,12243051,Sonder,Manhattan,Midtown,40.74576,-73.98339,Entire home/apt,239,29,0,,,96,326
Park Slope Townhouse,2286611,Maddy,Brooklyn,South Slope,40.66455,-73.98479,Entire home/apt,195,3,6,2018-08-21,0.16,1,0
Luxury 1 bedroom apt. -stunning Manhattan views,5143901,Erin,Brooklyn,Greenpoint,40.7326,-73.95739,Entire home/apt,10000,5,5,2017-07-27,0.16,1,0
"Beautiful, Sunny Apt by the Park",14012039,Nicole & Tyson,Brooklyn,Flatbush,40.65359,-73.95631,Entire home/apt,120,3,3,2018-06-04,0.08,1,0
Rare Find: Stylish West Village Townhouse,390117,Coco,Manhattan,West Village,40.73221,-74.00928,Entire home/apt,375,3,19,2019-02-19,0.46,2,0
Walk to Subway★15min to Manhattan★Min. to LGA/JFK,235252386,Smart Accommodations,Queens,Ditmars Steinway,40.77097,-73.91107,Entire home/apt,350,3,3,2019-07-05,0.99,1,97
Large Accessible Suite in Times Square,260639745,Manhattan At Times Square,Manhattan,Theater District,40.76251,-73.98392,Private room,100,1,0,,,15,292
Gem in South Williamsburg,3363377,Eryka,Brooklyn,Williamsburg,40.70997,-73.94902,Private room,114,2,43,2019-06-11,1.82,2,114
Welcome to your private room in my home,26267606,Hypha,Brooklyn,Prospect Heights,40.67325,-73.96348,Private room,100,3,1,2017-10-08,0.05,1,179
Stylish studio by Fulton station,107724585,Jessie,Manhattan,Financial District,40.71035,-74.00734,Entire home/apt,185,30,0,,,2,346
Awesome Studio East 58&3rd avenue! ,1475015,Mike,Manhattan,Midtown,40.76132,-73.96612,Entire home/apt,115,30,0,,,52,342
Gentleman's Quarters,43392243,Rita,Staten Island,Concord,40.59934,-74.07836,Private room,35,1,45,2019-07-07,4.89,4,177
Dominiques Homesharing  room NYC* metro*quiet*safe,310670,Vie,Bronx,Eastchester,40.88009,-73.83456,Private room,68,2,0,,,13,364
Spacious getaway in the heart of Harlem,63010844,Morgan,Manhattan,Harlem,40.82399,-73.94382,Private room,46,1,0,,,1,0
NICE 1 BEDROOM 25 MIN TO MANHATTAN,142268790,David,Queens,Forest Hills,40.73307,-73.85047,Entire home/apt,88,2,9,2019-01-01,0.42,2,54
Beautiful large floor-through apartment,31410976,Linda Jo,Brooklyn,Bedford-Stuyvesant,40.68681,-73.93344,Entire home/apt,183,3,24,2019-07-01,1.89,1,115
Newly Renovated 2 bedroom in Heart of Times Square,258413226,Collin,Manhattan,Hell's Kitchen,40.75548,-73.99513,Entire home/apt,225,3,11,2019-07-02,5.08,1,152
"Beautiful, Quiet, Private Bedroom in West Midtown",79461666,Stephen,Manhattan,Hell's Kitchen,40.76412,-73.99141,Private room,140,3,2,2019-06-16,1.25,3,85
Chef's Kitchen and private garden,16437254,Benjamin,Brooklyn,Fort Greene,40.68969,-73.97797,Entire home/apt,193,30,1,2018-11-16,0.13,21,311
Modern and Cozy Home - LES,3738130,Andrea,Manhattan,Lower East Side,40.71625,-73.9843,Entire home/apt,169,5,62,2019-07-01,0.75,1,249
Spacious Room in East Willamsburg,3910533,Paolo,Brooklyn,Williamsburg,40.70696,-73.94349,Private room,90,2,1,2015-10-18,0.02,1,0
San Carlos Hotel One Bedroom Suite - up to  5,173685298,Janet,Manhattan,Midtown,40.75613,-73.97056,Private room,425,1,3,2019-03-10,0.36,11,177
Comfy Renovated Basement Apartment Near JFK,18918881,Anna,Queens,Far Rockaway,40.60273,-73.75466,Entire home/apt,51,1,4,2017-12-20,0.21,1,0
"Spacious, Clean Upper West Side Apartment",2005927,Josh,Manhattan,Upper West Side,40.79873,-73.96782,Entire home/apt,200,1,2,2016-09-25,0.06,1,0
Spacious apt. 15 min to Manhattan,21064077,Dan,Queens,Ridgewood,40.70046,-73.90692,Entire home/apt,60,21,5,2017-10-31,0.1,1,0
The heart of West Village - close to everything,10347684,Michael,Manhattan,West Village,40.73061,-74.00325,Entire home/apt,190,6,2,2018-05-06,0.12,1,0
UWS Apartment and Garden Terrace,17714726,Craig,Manhattan,Upper West Side,40.80268,-73.969,Entire home/apt,140,4,11,2018-07-24,0.23,1,10
Wall Street luxury short term stay,15175443,Val,Manhattan,Financial District,40.70471,-74.00817,Private room,150,3,2,2015-07-28,0.04,1,0
JFK LUXURY BEDROOM # 2,244082709,Jfk,Queens,Springfield Gardens,40.65973,-73.77125,Private room,55,1,17,2019-06-25,3.92,7,161
Comfortable Room + Kitty + Food,5719998,Charles,Brooklyn,Williamsburg,40.71346,-73.93883,Private room,75,1,23,2019-06-29,0.33,1,0
Sun drenched 1 bed - few mins walk from subway,643512,Kizzy,Brooklyn,Bedford-Stuyvesant,40.68373,-73.95016,Entire home/apt,101,7,4,2019-05-26,0.11,1,365
Basic room in Williamsburg,45773187,Jakub,Brooklyn,Williamsburg,40.71038,-73.94779,Private room,49,7,0,,,1,0
Entire place in Williamsburg. Rustic Den.,34534668,Gohe,Brooklyn,Williamsburg,40.71297,-73.96409,Entire home/apt,165,2,5,2018-04-29,0.27,1,0
Fantastic 1 Bdrm | Entire Apartment,24031106,James,Manhattan,Harlem,40.81086,-73.94037,Entire home/apt,76,14,2,2017-09-03,0.05,1,0
"Spacious loft apt, with plenty of light",3803638,Shai,Brooklyn,Bedford-Stuyvesant,40.69178,-73.95917,Entire home/apt,99,3,35,2019-07-01,0.9,1,39
NEW YORK LOFTLIKE APARTMENT,9192860,Alex,Queens,Ridgewood,40.70286,-73.90649,Private room,71,3,62,2019-06-09,2.76,1,291
LUX 1-Bedroom NYC Apartment Near Times Square!,30283594,Kara,Manhattan,Theater District,40.75654,-73.98891,Entire home/apt,369,30,0,,,121,364
Spacious 1-bedroom by Prospect Park + BK Museum,33439741,Mahlet,Brooklyn,Prospect Heights,40.67488,-73.96692,Entire home/apt,125,1,9,2018-11-04,0.36,1,65
哥伦比亚大学附近步行3分钟高档公寓主卧暑期降价转租,261895213,Ing,Manhattan,Morningside Heights,40.80902,-73.96716,Private room,65,3,1,2019-06-22,1.0,1,188
Apartment by Central Park,32987584,Maria,Manhattan,Upper West Side,40.79574,-73.96192,Private room,70,6,22,2019-05-31,2.42,1,0
Special one bedroom in midtown Manhattan,120762452,Stanley,Manhattan,Murray Hill,40.74871,-73.9753,Entire home/apt,175,30,2,2019-01-19,0.11,50,365
Private Room in a two bedroom apt.,9510645,Rylan,Brooklyn,Bushwick,40.70399,-73.92813,Private room,96,1,332,2019-07-06,5.57,2,355
Beautiful 1 Bedroom 2 blocks from Central Park,82719112,Adam,Manhattan,Upper West Side,40.78296,-73.97743,Entire home/apt,250,1,1,2016-08-14,0.03,1,0
Upper East Side Triplex Penthouse Rooftop,162153626,S,Manhattan,Upper East Side,40.77394,-73.95252,Entire home/apt,127,1,1,2018-07-06,0.08,1,0
Art Studio by the Park,13583715,Mona,Manhattan,Upper East Side,40.77788,-73.96114,Entire home/apt,165,30,4,2018-06-27,0.29,1,203
Backyard Sleeping,175730239,Baboucarr,Queens,Sunnyside,40.7389,-73.92792,Private room,89,1,0,,,12,365
LIC Room w/ Clean & Comfy Amenities + 6 Trains,100112994,Felix,Queens,Long Island City,40.7495,-73.93676,Private room,100,3,56,2019-07-01,4.48,2,42
NYC cozy apartment close to staten island ferry,250065719,Martha,Staten Island,Randall Manor,40.63211,-74.12557,Entire home/apt,85,1,6,2019-06-24,2.2,1,316
Private bedroom (15 min Manhattan).,6688471,Guillaume,Brooklyn,Bedford-Stuyvesant,40.69652,-73.93548,Private room,60,3,13,2019-05-15,0.22,1,294
Modern and Beautiful room in Williamsburg Brooklyn,21058022,Pablo,Brooklyn,Williamsburg,40.70682,-73.94594,Private room,90,4,3,2018-05-04,0.16,3,0
NYC X/L Bedroom/Private Bathroom. Long term,50116095,Bonnie,Manhattan,Harlem,40.83136,-73.94299,Private room,65,4,4,2019-01-08,0.38,1,188
LUXURY BROADWAY/FINANCIAL DISTRICT,76104209,Rated,Manhattan,Financial District,40.70903,-74.01401,Entire home/apt,235,30,0,,,33,351
"Luxurious, Modern Studio in Heart of Chelsea, NY",168353272,Maddi,Manhattan,Chelsea,40.74376,-73.99313,Entire home/apt,220,1,9,2019-06-09,1.79,1,13
LaGuardia Private 3 Bedrooms Appartment for 6 Pax,10229087,Kais,Queens,Ditmars Steinway,40.77224,-73.89295,Private room,220,1,5,2019-06-08,0.61,4,346
Spacious Sunny 2BR/Prime Greenpoint,20987992,Alicja,Brooklyn,Greenpoint,40.72414,-73.95355,Entire home/apt,185,2,114,2019-07-07,1.94,1,16
Simple Clean Single Room in Bushwick,234635363,Linghsiu,Brooklyn,Bushwick,40.69922,-73.9313,Private room,50,1,0,,,1,12
Chic and beautiful apt by the park!,1216362,Camila,Brooklyn,Prospect-Lefferts Gardens,40.65497,-73.96169,Entire home/apt,140,2,45,2019-06-23,1.08,4,345
Cozy 1 person bedroom in Fancy neighborhood,13126043,Carolle,Manhattan,Midtown,40.74312,-73.98447,Private room,89,3,1,2018-12-29,0.16,2,26
"Columbus Circle, Central Park, Time Warner O MY!",42628496,Kenny,Manhattan,Hell's Kitchen,40.76616,-73.98441,Private room,125,1,39,2019-04-14,1.83,1,0
Lovely room in the heart of Wiliamsburg,19184440,Karim,Brooklyn,Williamsburg,40.71808,-73.95859,Private room,60,5,1,2019-05-28,0.71,1,187
ACTOR PHILIP SEYMOUR HOFFMAN LIVED HERE,4554793,Aryn,Manhattan,Chelsea,40.73899,-73.99912,Entire home/apt,239,3,15,2019-02-17,0.65,1,42
Fire Escape Bedroom in Artist Loft.,101618737,Sihan,Brooklyn,Bushwick,40.69191,-73.90807,Private room,80,3,0,,,2,13
Spacious and Bright bedroom (females only!),43960739,Eliana,Manhattan,Washington Heights,40.8455,-73.93987,Private room,52,1,1,2019-06-01,0.79,2,0
2 Bed 2 Bath Close To Park Pool in building,113805886,Yaacov,Manhattan,Upper East Side,40.77832,-73.94991,Entire home/apt,225,31,10,2019-06-12,0.48,33,351
Bright & Airy in Highland Park,143315723,Graziella,Brooklyn,Cypress Hills,40.68201,-73.89425,Entire home/apt,50,30,34,2019-03-16,1.51,1,234
Private Apartment with 2 BEDs at Union Square,193278931,Mitsu,Manhattan,Gramercy,40.73579,-73.98636,Entire home/apt,110,3,33,2019-06-18,2.64,1,15
Family home with private garden,2507277,Mark,Brooklyn,Fort Greene,40.68712,-73.97114,Entire home/apt,180,10,0,,,1,0
Large room 5mins to NYC/Fridge/900Mb Internet,30384194,Patricio,Queens,Astoria,40.75771,-73.91385,Private room,99,3,47,2018-09-14,1.41,2,176
studio appt,2811538,Oliver,Manhattan,Little Italy,40.71948,-73.99603,Entire home/apt,350,3,0,,,1,90
Charming Parlor Apt off Bleecker,4129805,Evelyn,Manhattan,West Village,40.73078,-74.00282,Entire home/apt,210,2,140,2019-06-10,2.1,5,319
Cute studio steps from Prospect Park,19508332,Jessica,Brooklyn,Prospect-Lefferts Gardens,40.66042,-73.9602,Entire home/apt,75,2,7,2019-06-07,0.54,1,9
Cozy Modern Luxury with Full Balcony,63506844,Andre,Brooklyn,Flatbush,40.63397,-73.9654,Entire home/apt,119,3,121,2019-07-08,3.38,1,280
Very Clean Condo In the Heart Of Trendy Greenpoint,10768717,Sal,Brooklyn,Greenpoint,40.7324,-73.95091,Entire home/apt,180,2,49,2019-06-09,2.18,1,60
"Lovely room with private bathroom, near Manhattan",58234433,Martin,Queens,Sunnyside,40.73657,-73.91975,Private room,129,1,10,2019-06-13,1.02,8,275
MODERN 2 BEDROOM private apt in BROOKLYN,158399244,Ted,Brooklyn,Crown Heights,40.67221,-73.93937,Entire home/apt,149,1,39,2019-06-23,3.01,4,150
Light & Spacious Artist Loft with Vintage Charm,28484697,Mariah,Brooklyn,Red Hook,40.67304,-74.01231,Entire home/apt,200,2,10,2019-05-23,0.87,1,345
Sunny West Village Dream,2165401,Andrew,Manhattan,West Village,40.73775,-74.00344,Entire home/apt,151,88,19,2016-12-24,0.22,1,249
Amazing Single Bedroom Only 5min From Central Park,16066343,Curtis,Manhattan,East Harlem,40.78834,-73.9472,Private room,65,2,219,2019-06-28,3.88,2,35
Vibrant Apartment with Backyard Oasis in Bushwick,1699871,Chloe,Brooklyn,Bushwick,40.68463,-73.90729,Entire home/apt,111,2,73,2019-06-02,2.06,3,170
THE BEST HOUSE IN BROOKLYN !,17696653,Arleta,Brooklyn,Bedford-Stuyvesant,40.69134,-73.94468,Private room,100,1,2,2016-08-28,0.04,1,365
"Park Ave, Sunny 2beds 6 train, WiFi",18051112,Caleb,Manhattan,East Harlem,40.78697,-73.94999,Entire home/apt,129,2,12,2016-05-10,0.2,1,0
Cozy bedroom in downtown Manhattan,6980995,Dominik,Manhattan,Civic Center,40.71259,-73.99897,Private room,95,1,10,2017-06-07,0.27,5,0
Wonderful 1 Bedroom Apartment (Washington Sq Park),45499169,Michael,Manhattan,Greenwich Village,40.72927,-74.00003,Entire home/apt,146,30,1,2019-03-02,0.23,1,89
"Spacious 1BD, City View, Near Train",9144218,Daniel,Queens,Astoria,40.76476,-73.91935,Entire home/apt,125,8,0,,,1,0
MASTER ROOM IN A ELEGANT COZY BEAUTIFUL HOME,1507408,Flavia,Manhattan,East Harlem,40.80245,-73.94426,Private room,96,3,1,2019-05-16,0.56,1,365
"Convenient, shared-studio in LIC/Sunnyside",5340329,Cassidy,Queens,Sunnyside,40.74342,-73.91538,Shared room,72,2,0,,,2,0
Cozy one bedroom apartment in the Lower East Side,9667737,Hadas,Manhattan,Lower East Side,40.71862,-73.9836,Entire home/apt,80,14,1,2018-03-01,0.06,1,0
"Modern Private Studio for 2 in Arverne, Rockaway",106197923,Huilin,Queens,Arverne,40.58873,-73.79573,Entire home/apt,85,2,99,2019-06-22,3.15,1,56
Cozy Room in Astoria,224735872,Diana,Queens,Long Island City,40.75406,-73.92095,Shared room,40,3,1,2018-11-26,0.13,1,178
Harlem Hideaway,180523383,Richardene,Manhattan,East Harlem,40.80305,-73.94163,Entire home/apt,185,1,5,2019-05-05,1.2,1,338
Franklin Ave Stay,5754627,Keren,Brooklyn,Crown Heights,40.67254,-73.95541,Private room,94,1,9,2018-11-01,0.46,1,0
Spacious UES 1BR with outdoor deck,45595980,Tny,Manhattan,Upper East Side,40.76798,-73.96755,Entire home/apt,140,30,4,2019-05-06,0.3,12,57
"Cozy, Private Room in Astoria!",43740859,Katie,Queens,Astoria,40.76703,-73.9166,Private room,59,1,0,,,1,0
Modern 1BR w/ Gorgeous Balcony View,44436646,Jaqui,Manhattan,East Village,40.72529,-73.97756,Private room,125,2,23,2017-01-01,0.51,1,0
LIGHTFILLED ONE BEDROOM LOFT,2750745,Sarah,Brooklyn,Bedford-Stuyvesant,40.69039,-73.95947,Entire home/apt,120,2,4,2017-10-29,0.08,1,0
Private Bedroom in LES/East Village,1762558,Evan,Manhattan,East Village,40.72143,-73.97892,Private room,89,2,24,2017-04-28,0.56,1,0
Spacious bedroom in Oversized Apt.,1409854,Didi,Manhattan,Upper East Side,40.77155,-73.94763,Private room,150,25,2,2018-04-24,0.04,1,110
Pat's crib,133426665,Patrick,Brooklyn,Flatlands,40.61462,-73.92108,Private room,89,1,68,2019-06-01,2.68,1,333
EAST RIVER VIEW~HIRISE STUDIO,2856748,Ruchi,Manhattan,Midtown,40.75453,-73.96473,Entire home/apt,205,30,0,,,49,364
Nicest Room in Manhattan - Chelsea Beauty,95286194,Xavier,Manhattan,Chelsea,40.7503,-74.00473,Private room,57,1,53,2019-06-23,1.92,1,33
Large 1 Bedroom Apartment in Chelsea,6397405,Matt,Manhattan,Chelsea,40.74484,-73.99688,Entire home/apt,275,2,2,2019-06-09,1.76,1,15
"Spacious, sunlit, homey bedroom in Wash. Heights",22888115,Amy,Manhattan,Washington Heights,40.83613,-73.94472,Private room,65,7,0,,,1,0
"STEPS TO LGA, Near CITIFIELD, JFK MANHATTAN(RM #4)",156948703,Asad,Queens,East Elmhurst,40.76918,-73.8719,Private room,55,1,208,2019-07-06,10.28,6,352
TriBeCa 2500 Sq Ft w/ Priv Elevator,273174,Jon,Manhattan,Tribeca,40.71927,-74.00453,Entire home/apt,575,1,447,2019-07-01,5.89,3,207
*NO GUEST SERVICE FEE* Beekman Tower Studio Suite  #6,205031545,Red Awning,Manhattan,Midtown,40.75363,-73.96648,Entire home/apt,675,28,2,2019-02-17,0.32,49,243
Sunny 2-story Brooklyn townhouse w deck and garden,109589,Jessica,Brooklyn,Gowanus,40.68157,-73.98989,Entire home/apt,200,30,19,2017-03-17,0.2,1,208
Incredible modern studio with all the amenities,55308025,Paul,Brooklyn,Downtown Brooklyn,40.69339,-73.98581,Entire home/apt,90,3,7,2019-06-23,0.37,1,0
Cozy studio with HUGE PRIVATE terrace and grill,21283171,Valeryia,Manhattan,East Harlem,40.78706,-73.94798,Entire home/apt,140,1,6,2018-01-17,0.18,1,0
Designer 3 Bedroom Heart of Bushwick 15min to NYC,44755507,Michael,Brooklyn,Bushwick,40.69482,-73.92493,Entire home/apt,140,30,0,,,2,330
Designer amazing room in NYC!!,6881792,Carlos,Manhattan,Harlem,40.81388,-73.95105,Private room,95,5,206,2019-06-21,2.89,1,252
Bright room and private terrace with a view,24402648,Fabie,Brooklyn,Bushwick,40.69374,-73.92645,Private room,149,2,8,2019-06-30,0.65,1,83
"West 55th street, Lux 1bd Serviced Apartment",22541573,Ken,Manhattan,Hell's Kitchen,40.76957,-73.99292,Entire home/apt,229,30,0,,,87,115
"NEW Listing! Sunny, spacious, Park Slope apt.",17714108,Ali & Guillaume,Brooklyn,Park Slope,40.67787,-73.98169,Entire home/apt,129,5,8,2019-05-25,0.61,1,0
Spacious Studio - Central Park!,29651191,Adam,Manhattan,Upper West Side,40.79589,-73.96187,Entire home/apt,225,3,13,2018-01-02,0.25,1,0
PRETTY CLINTON HILL BROWNSTONE!,4028339,Nadine,Brooklyn,Clinton Hill,40.68542,-73.96103,Entire home/apt,600,4,28,2019-06-23,0.58,1,295
Spacious 1 BR Home in Hell's Kitchen,1319214,Nick,Manhattan,Hell's Kitchen,40.76333,-73.98917,Entire home/apt,172,4,3,2019-02-21,0.42,1,0
The East Village Home: The Cabin Room,126034120,Roni,Manhattan,East Village,40.72607,-73.97631,Private room,95,1,67,2019-06-22,4.59,3,241
Spacious Room and PRIVATE bath in Harlem Townhouse,10747093,Byron,Manhattan,Harlem,40.8072,-73.94313,Private room,149,2,13,2019-05-08,1.42,1,185
2 BEDROOM/3BED APT/TIME SQUARE/HELLS KITCHEN,37986167,Scott,Manhattan,Hell's Kitchen,40.76558,-73.98787,Entire home/apt,135,3,28,2019-07-04,4.24,2,141
Breathtaking Light & View West Village Apartment,4358400,Shehzad,Manhattan,West Village,40.73707,-74.00524,Private room,150,1,1,2015-05-26,0.02,1,0
Pretty and cozy 2BR apartment in Chelsea,217111553,Jason,Manhattan,Chelsea,40.7467,-73.99335,Entire home/apt,288,3,44,2019-07-06,4.78,1,48
Beautiful cozy studio,186701037,Gabriela,Brooklyn,Dyker Heights,40.62877,-74.00918,Entire home/apt,75,1,0,,,2,0
Must Love Dogs / Bushwick Brooklyn,2720363,Ange,Brooklyn,Bushwick,40.68802,-73.91474,Private room,125,2,4,2019-06-01,0.19,1,310
"Large room, cozy, 15min Manhattan",36575095,Hana,Brooklyn,Clinton Hill,40.68409,-73.96531,Private room,50,1,1,2015-07-03,0.02,1,0
Williamsburg BK Studio Luxury Bldg,4718049,Anup,Brooklyn,Williamsburg,40.71981,-73.95558,Entire home/apt,150,3,0,,,1,0
Amazing apartment on Wall Street!,258783968,Baktiar,Manhattan,Financial District,40.70532,-74.00681,Entire home/apt,340,2,1,2019-06-24,1.0,1,302
It's a Beautiful Day in Bed-Stuy!,19536596,Andrew,Brooklyn,Cypress Hills,40.67794,-73.90639,Private room,48,1,114,2019-07-02,5.65,5,235
Bushwick Street Art,6924461,Dorota,Queens,Ridgewood,40.71261,-73.91429,Private room,80,2,39,2019-06-30,2.08,1,68
Queens Garden,10748308,Raquel,Queens,Kew Gardens,40.7048,-73.83384,Entire home/apt,200,3,0,,,1,0
Private Chic Midtown 1 BD Apt Theater District,40245658,Alexa,Manhattan,Hell's Kitchen,40.76326,-73.99018,Entire home/apt,264,2,8,2019-07-01,1.28,3,2
Bright and cozy studio apartment,156600754,Mike,Bronx,Longwood,40.82245,-73.90875,Entire home/apt,110,2,19,2018-12-16,0.97,1,0
Modern 2-bedroom Loft in Greenpoint,9680171,Tracy,Brooklyn,Greenpoint,40.73148,-73.95929,Entire home/apt,350,3,1,2015-08-17,0.02,1,0
Cozy room in  Elmhurst,261857310,Carlos,Queens,Elmhurst,40.74545,-73.86927,Private room,59,1,1,2019-05-26,0.68,1,24
"Beautiful private Master Bedroom in
Bushwick!",2008510,Ben,Brooklyn,Bushwick,40.70395,-73.92585,Private room,65,4,3,2019-05-25,1.43,1,75
Artist Garden Duplex Ft. Greene - 2.5 Bedroom,36894011,Miriam,Brooklyn,Fort Greene,40.6884,-73.97527,Entire home/apt,250,2,109,2019-06-24,3.22,2,243
Dream Apartment - Greenwich Village,7020798,Light,Manhattan,Greenwich Village,40.73104,-73.99957,Entire home/apt,150,12,16,2019-03-16,0.22,1,35
Spacious King near Times Square and Broadway Shows,244370442,Paramount Hotel,Manhattan,Theater District,40.76026,-73.98747,Private room,359,1,4,2019-05-28,1.54,7,358
Quiet & cozy one bedroom in Washington Heights,192712383,Kevin,Manhattan,Washington Heights,40.85573,-73.93181,Entire home/apt,115,2,16,2019-06-23,1.26,1,81
Ideal stay in Williamsburg w/ rooftop and fitness,38681422,Lucas,Brooklyn,Williamsburg,40.71422,-73.96046,Entire home/apt,400,1,2,2017-12-03,0.1,1,0
Private!  Entire loft near the waterfront!,220121415,Min,Brooklyn,Williamsburg,40.7075,-73.96576,Entire home/apt,96,3,22,2019-06-04,2.59,1,58
"Spacious Apt w Deck, Williamsburg",3591955,Charles,Brooklyn,Williamsburg,40.71004,-73.95994,Entire home/apt,265,3,26,2019-06-25,1.01,1,70
Greenwich Village Hotspot,19564640,Dave,Manhattan,Greenwich Village,40.73008,-74.0005,Entire home/apt,500,1,0,,,1,0
NEW RENOVATION 16min from TIMES SQUARE,40221604,John,Manhattan,Harlem,40.82299,-73.94486,Private room,60,1,72,2019-06-03,1.94,3,73
Big Cozy Studio ,10238618,Zeynep,Manhattan,Upper East Side,40.77556,-73.9483,Entire home/apt,275,2,2,2015-05-08,0.03,1,0
Room in Duplex Apartment!!,11330223,Ger,Brooklyn,Williamsburg,40.71389,-73.9657,Private room,80,5,11,2016-05-22,0.18,1,0
"Affordable, Private, Simple & Clean NYC Flat!",10806025,Christina,Manhattan,Harlem,40.82029,-73.93861,Entire home/apt,80,1,353,2019-06-19,5.26,1,258
"Bright Warm Home. A little old, a little new!",3461768,Grace,Brooklyn,Prospect Heights,40.67525,-73.96408,Private room,45,2,1,2017-09-22,0.05,1,0
cozy private room in upper east side,10770318,Yao Yi,Manhattan,Upper East Side,40.77959,-73.94685,Private room,65,1,17,2019-06-13,4.18,1,19
Private room w/ 2 Beds,65809485,Shirley,Queens,Flushing,40.74821,-73.82948,Private room,40,7,19,2019-06-23,0.52,12,251
Charming triplex in NYC brownstone!,893148,Silvia,Manhattan,Upper West Side,40.77471,-73.98261,Private room,120,20,107,2018-06-05,1.29,1,144
Comfortable Manhattanville,305972,Allan,Manhattan,Morningside Heights,40.81055,-73.95549,Private room,85,7,171,2019-03-31,1.84,2,144
1 Bedroom in a Williamsburg Loft,25711730,Natsuki,Brooklyn,Williamsburg,40.7116,-73.96774,Shared room,85,1,0,,,1,0
LUXURY STUDIO ON UPPER EAST SIDE BY CENTRAL PARK,9293730,Inna,Manhattan,Upper East Side,40.76833,-73.95581,Entire home/apt,135,30,9,2019-07-01,0.38,16,340
