name,_id,host_name,location_cluster,location,lat,lon,type_house,sum,min_days,amt_reviews,last_dt,avg_reviews,total_host,target
"Spacious one bedroom, next to the L and G trains",2021231.0,Sami,1,Williamsburg,40.71417,-73.94765,0,159.0,2.0,1.0,2016-08-15,0.03,1.0,0.0
*NO GUEST SERVICE FEE* Beekman Tower Studio Suite,205031545.0,Red Awning,2,Midtown,40.75243,-73.9654,0,699.0,3.0,5.0,2019-05-31,0.74,49.0,206.0
Gorgeous Williamsburg Apartment,3673451.0,Nikki,1,Williamsburg,40.70502,-73.95262,1,80.0,2.0,37.0,2019-05-04,0.56,2.0,89.0
2 bed apt: heart of Times Square,32503657.0,Gillian,2,Hell's Kitchen,40.75756,-73.99318,0,200.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Lux Studio Apt in Midtown NYC near Central park!,30283594.0,Kara,2,Hell's Kitchen,40.76227,-73.99807,0,199.0,30.0,1.0,2016-10-04,0.03,121.0,365.0
Stay in a doll factory!,5229579.0,Ryan,1,Williamsburg,40.71811,-73.96222,1,69.0,3.0,0.0,2019-06-23,0.72,3.0,0.0
Charming and Spacious Harlem Nest,54634154.0,Qai,2,Harlem,40.8026,-73.95373,1,75.0,3.0,0.0,2019-06-23,0.72,1.0,29.0
Brooklyn NY min away from Manhattan,30793816.0,Sap,1,Bushwick,40.68589,-73.91486,1,60.0,1.0,17.0,2017-10-08,0.4,1.0,205.0
"Private room by LGA, Citifield and near Manhattan.",219465297.0,Irwing,3,Jackson Heights,40.75491,-73.88313,1,49.0,2.0,10.0,2019-04-23,1.15,1.0,5.0
Steps away from Times Square!! Stylish Queen Room,244370442.0,Paramount Hotel,2,Theater District,40.76033,-73.98636,1,324.0,1.0,5.0,2019-05-25,1.85,7.0,363.0
"Immaculate townhouse in Clinton Hill, Brooklyn",67176930.0,Sophie,1,Clinton Hill,40.68832,-73.96366,0,450.0,3.0,2.0,2019-05-31,0.17,1.0,99.0
Quiet private room for 1 or 2 people,89852528.0,Florentino,3,Ridgewood,40.70645,-73.90578,1,45.0,1.0,38.0,2018-12-01,1.11,1.0,0.0
NEW YORK CENTRAL APARTMENT/TIME SQUARE,43105586.0,Gian Marco,2,Hell's Kitchen,40.75774,-73.99225,0,280.0,3.0,9.0,2019-03-21,0.39,1.0,84.0
Calm Comfortable Brooklyn Retreat,1760549.0,Patrice,1,Canarsie,40.63567,-73.91296,0,120.0,2.0,11.0,2019-07-02,4.12,1.0,52.0
3BR in a classic 1925 BK Limestone,10263251.0,Marietta,1,Crown Heights,40.66952,-73.94377,0,150.0,3.0,154.0,2019-06-24,2.27,1.0,218.0
One bedroom in Inwood Apartment,19539944.0,Jen,2,Inwood,40.86711,-73.92742,1,52.0,7.0,0.0,2019-06-23,0.72,1.0,0.0
Rose's Brooklyn Oasis 2 - Close to Subway!,268757078.0,Vinette,1,East Flatbush,40.64457,-73.94915,1,35.0,1.0,3.0,2019-07-07,3.0,2.0,171.0
Room in artist apartment/ close to Ferry,26405093.0,Jeff,4,Stapleton,40.6375,-74.07654,1,85.0,1.0,0.0,2019-06-23,0.72,2.0,359.0
Beautiful Apartment near subway,25365628.0,Brian,3,Woodside,40.74468,-73.91102,0,90.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Studio in LIC with views of Manhattan skyline,27098685.0,Min Hee,3,Long Island City,40.745,-73.94951,0,115.0,5.0,1.0,2017-08-31,0.04,1.0,0.0
"two girls room , I speak Chinese and English",274188386.0,Qizhi,2,East Village,40.73197,-73.98674,1,93.0,7.0,0.0,2019-06-23,0.72,1.0,173.0
Private Bedroom in Artist's Apartment,19512029.0,Tami,1,Midwood,40.61143,-73.9543,1,52.0,2.0,12.0,2017-07-30,0.46,1.0,0.0
Light-Filled Top Floor of 4BR Townhouse.❤️❤️❤️❤️❤️,16534981.0,Suzy,1,Bedford-Stuyvesant,40.67925,-73.91017,0,122.0,28.0,7.0,2018-09-23,0.3,5.0,226.0
Spacious UWS 1BR + balcony by Central Park,114216175.0,Austin,2,Upper West Side,40.78986,-73.96688,0,195.0,2.0,21.0,2019-06-17,1.83,1.0,2.0
Cozy NYC apt. 10min to Central Park,8048803.0,Daan,3,Long Island City,40.75401,-73.91757,0,82.0,5.0,2.0,2015-07-25,0.03,1.0,0.0
Private bedroom in great LES spot,7137049.0,Susie,2,Lower East Side,40.71323,-73.9878,1,70.0,1.0,212.0,2019-06-21,4.64,1.0,41.0
CLEAN AND STYLISH EAST VILLAGE PAD,16155254.0,Lina,2,East Village,40.72956,-73.98166,0,160.0,1.0,210.0,2019-06-23,3.93,4.0,265.0
Stylish & Sleek Apartment Near SoHo!,125857.0,Uli,2,East Village,40.72392,-73.99143,0,185.0,5.0,73.0,2019-06-25,0.66,1.0,209.0
Cozy&Charming NYC style apt in the heart of SoHo,251966476.0,Alex,2,Nolita,40.72394,-73.99583,0,240.0,1.0,19.0,2019-07-04,6.13,1.0,121.0
Great ZEN & Peaceful one bedroom in Time Square!,72765906.0,Carla,2,Hell's Kitchen,40.76212,-73.9882,0,170.0,4.0,112.0,2019-07-01,2.97,1.0,262.0
Splendid on The Park,5076827.0,Diane And Craig,2,Harlem,40.80638,-73.94415,0,180.0,3.0,29.0,2019-02-20,1.79,2.0,235.0
Home near the park,139897963.0,Vanisha-Arleen,1,Prospect-Lefferts Gardens,40.65694,-73.95374,1,33.0,7.0,0.0,2019-06-23,0.72,1.0,159.0
Charming 1BR in UES Townhouse,45595980.0,Tny,2,Upper East Side,40.76792,-73.96724,0,154.0,30.0,8.0,2019-05-20,0.22,12.0,18.0
"Beautiful, quiet room with ensuite bathroom",10440477.0,Anne-Katrin,1,Bedford-Stuyvesant,40.68507,-73.93565,1,60.0,1.0,1.0,2018-01-01,0.05,2.0,0.0
Spacious Studio,196681978.0,Amelia,2,Financial District,40.70736,-74.00965,0,130.0,30.0,0.0,2019-06-23,0.72,1.0,146.0
Sonder | Stock Exchange | Superior 2BR + Kitchen,219517861.0,Sonder (NYC),2,Financial District,40.70701,-74.01176,0,255.0,2.0,6.0,2019-06-08,2.57,327.0,237.0
Lovely 1 bdrm in Prospect Heights!,644941.0,Miya,1,Prospect Heights,40.67763,-73.97185,0,125.0,4.0,41.0,2019-05-20,0.47,1.0,10.0
Lovely spot for female. Close to subway & Park,156114168.0,Kateryna,1,Prospect-Lefferts Gardens,40.66079,-73.96181,2,40.0,1.0,0.0,2019-06-23,0.72,6.0,224.0
Haven near Riverside Park n 1 train,10352213.0,Nicole,2,Morningside Heights,40.81488,-73.96058,0,45.0,2.0,7.0,2017-07-16,0.12,2.0,0.0
Soho/Little Italy Privat Room for 2,43333475.0,Jp,2,Nolita,40.72132,-73.99708,1,150.0,1.0,3.0,2019-04-02,0.9,1.0,178.0
Private Ground Floor Studio Apartment Near JFK/LGA,66949758.0,Shanie,3,Jamaica,40.69961,-73.81264,0,49.0,1.0,79.0,2019-07-01,3.01,2.0,63.0
Furnished Bedroom in 2 Bedroom apt.,36881439.0,Etkin,3,Long Island City,40.756,-73.9205,1,60.0,7.0,0.0,2019-06-23,0.72,1.0,365.0
Wonderful Private Room with Spacious Outdoor Patio,103850896.0,Ashley,1,Williamsburg,40.71817,-73.94289,1,65.0,2.0,24.0,2019-06-30,1.18,2.0,53.0
LES Bowery FULL 1 BDRM APARTMENT,36715249.0,Abdur,2,Chinatown,40.71706,-73.99285,0,110.0,3.0,0.0,2019-06-23,0.72,1.0,0.0
Double Double Room · Broadway,224414117.0,Gabriel,2,Hell's Kitchen,40.75506,-73.99715,1,199.0,1.0,1.0,2018-12-27,0.15,30.0,365.0
Contemporary Brooklyn Lifestyle Apt /JFK Airport 2,223375402.0,Joyce,1,East New York,40.66089,-73.89376,1,65.0,2.0,1.0,2019-06-12,1.0,4.0,349.0
Private 2 bedroom apartment with outdoor space ..,156481014.0,Nyesha,1,Clinton Hill,40.6819,-73.96007,0,250.0,2.0,16.0,2019-06-30,2.18,1.0,78.0
Awesome NYC/UWS  private bed/bath in private home,3325418.0,Patricia,2,Morningside Heights,40.80309,-73.96367,1,150.0,1.0,13.0,2019-04-15,1.27,3.0,273.0
"Cozy,Shared Place in Heart of Manhattan WEST 4",263880607.0,Ahmet,2,Hell's Kitchen,40.76501,-73.98892,2,79.0,1.0,2.0,2019-06-04,1.58,7.0,365.0
Furnished room in Washington Heights in 184st,241280089.0,Mary,2,Washington Heights,40.85156,-73.93035,1,37.0,15.0,0.0,2019-06-23,0.72,1.0,350.0
Wyndham Midtown 45 (1 Bedroom Presidential) 2A,100238132.0,Michael,2,Midtown,40.75226,-73.97356,0,269.0,3.0,5.0,2019-05-03,0.36,12.0,0.0
Cozy & Charming Boerum Hill Flat,322934.0,Kate,1,Gowanus,40.68131,-73.98879,0,91.0,6.0,69.0,2019-06-21,0.76,1.0,265.0
"PRIVATE CLEAN APARTMENT, NEXT TO CENTRAL PARK!",85572162.0,Whitney,2,Upper West Side,40.7943,-73.967,0,150.0,3.0,42.0,2019-05-08,2.72,1.0,3.0
Location! Location! Location! ... in a cute studio,54743212.0,Brigid,1,Williamsburg,40.71588,-73.94297,0,160.0,14.0,4.0,2017-09-10,0.12,1.0,0.0
"Big Private Room, Prospect Heights",960861.0,Schuyler,1,Prospect Heights,40.67652,-73.96442,1,50.0,30.0,12.0,2017-05-09,0.2,1.0,0.0
2 bdr NYC duplex w balcony,9563216.0,Aimee,2,Gramercy,40.73285,-73.98245,0,400.0,2.0,40.0,2019-05-28,0.63,1.0,190.0
Brand New Bedroom Near D line&Maimonides Hospital,5853457.0,Stanley,1,Borough Park,40.64061,-73.99631,1,56.0,1.0,12.0,2019-05-30,0.81,4.0,321.0
"Smart FiDi Studio w/ Gym, Roofdeck + Speakeasy by Blueground",107434423.0,Blueground,2,Financial District,40.70485,-74.00934,0,184.0,30.0,0.0,2019-06-23,0.72,232.0,180.0
Spacious 1 Bedroom in the heart of Chelsea,229706010.0,Tony,2,Chelsea,40.7428,-73.9956,0,290.0,2.0,1.0,2019-06-14,1.0,1.0,25.0
Adorable One Bedroom Apartment w/ Balcony!,15817123.0,Stephanie,1,Greenpoint,40.73203,-73.95263,0,65.0,1.0,56.0,2018-10-27,1.58,3.0,0.0
Sunny & Cozy Double Bedroom with private entrance,22382224.0,Meryem,1,Windsor Terrace,40.66023,-73.9804,1,85.0,1.0,6.0,2018-04-02,0.33,1.0,0.0
Big sunny 1BR in Ditmas Park with kitten!,429925.0,Jordan,1,Flatbush,40.63767,-73.95637,0,50.0,21.0,0.0,2019-06-23,0.72,1.0,0.0
Cozy room in beautiful apartment !,4298156.0,Melina,2,Harlem,40.82513,-73.94617,1,35.0,7.0,0.0,2019-06-23,0.72,1.0,0.0
Central Park/Museum Mile,31245408.0,Ginger,2,East Harlem,40.79259,-73.95171,1,90.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Super nice space,24000784.0,Robert,1,Sunset Park,40.64431,-74.01261,1,45.0,1.0,7.0,2019-07-01,0.75,4.0,32.0
Fantastic Room in Williamsburg,14320459.0,Hillary,1,Williamsburg,40.70985,-73.94738,1,70.0,2.0,0.0,2019-06-23,0.72,1.0,0.0
Sonder | Stock Exchange | Superior 1BR + Kitchen,219517861.0,Sonder (NYC),2,Financial District,40.70632,-74.01073,0,229.0,2.0,3.0,2019-06-08,2.09,327.0,348.0
The Woodside Story- Private bathroom (1),158407820.0,Omar,3,Woodside,40.75398,-73.90084,1,58.0,2.0,32.0,2019-06-24,2.96,5.0,88.0
Lovely 1.5 bed in South Park Slope,2128335.0,Julian,1,Sunset Park,40.66198,-73.99785,0,69.0,5.0,9.0,2016-12-30,0.2,1.0,0.0
Beautiful sunny room in prime location,24027781.0,Yasmeen,3,Long Island City,40.74854,-73.94908,1,75.0,20.0,0.0,2019-06-23,0.72,2.0,66.0
Looks Like A Calvin Klein Ad!  Manhattan Loft,246331794.0,Anna,2,Murray Hill,40.7476,-73.97632,0,320.0,1.0,5.0,2019-07-06,1.72,2.0,236.0
Entire 2 BR Williamsburg Apt (parking/near train),15647614.0,Lin,1,Williamsburg,40.7162,-73.95384,0,175.0,1.0,11.0,2019-05-12,0.36,2.0,37.0
A PRIVATE FLAT / APARTMENT- $SPECIAL$,873273.0,Christian & Carla,0,Allerton,40.86466,-73.85709,0,125.0,2.0,271.0,2019-06-20,2.84,2.0,347.0
Best Location in NYC | 2 Bedroom Gem!,268066785.0,Yael & Graham,2,Midtown,40.75549,-73.96938,0,350.0,3.0,0.0,2019-06-23,0.72,1.0,280.0
Charming Studio in Carroll Gardens,6470787.0,Franklin,1,Carroll Gardens,40.68244,-73.99539,0,100.0,3.0,15.0,2016-06-13,0.27,1.0,0.0
Chic room by the park in Bushwick,12573650.0,Patrick,1,Bushwick,40.70191,-73.92298,1,38.0,1.0,11.0,2017-04-19,0.35,1.0,0.0
"Stylish, Spacious 1 BR Apt in Heart of Village",63755360.0,Matt,2,East Village,40.72548,-73.9857,0,133.0,2.0,72.0,2019-06-24,1.82,1.0,0.0
Sonder | 116 John | Comfortable Studio + Gym,219517861.0,Sonder (NYC),2,Financial District,40.70811,-74.00616,0,100.0,29.0,0.0,2019-06-23,0.72,327.0,333.0
Cozy & Charming Uptown NYC Bedroom Near Subway,103380674.0,Carla,2,Harlem,40.81867,-73.95293,1,55.0,2.0,80.0,2019-04-21,3.6,1.0,0.0
"SALE 2 BEDROOMS, LARGE MASTER & GUEST BEDROOM",8452639.0,C S,1,Flatbush,40.64846,-73.96186,1,200.0,1.0,30.0,2019-05-19,0.5,3.0,362.0
Rainbow Guesthouse 1-6,124399442.0,Igor,1,Midwood,40.61249,-73.96018,2,32.0,7.0,1.0,2018-08-27,0.09,4.0,320.0
"Park Avenue, Lux Studio Murray Hill apartment",22541573.0,Ken,2,Murray Hill,40.74829,-73.98041,0,179.0,30.0,0.0,2019-06-23,0.72,87.0,365.0
"Cute, Cozy in Prime Williamsburg",2372310.0,Liz,1,Williamsburg,40.71343,-73.94842,0,220.0,5.0,0.0,2019-06-23,0.72,1.0,21.0
Heart of Soho/Nolita,2788262.0,Stara,2,SoHo,40.72525,-73.99636,0,199.0,2.0,167.0,2019-06-23,3.17,1.0,17.0
Cozy and comfortable apart,50638417.0,Nany,2,East Harlem,40.79088,-73.94261,0,120.0,5.0,52.0,2019-07-01,1.29,2.0,323.0
East Williamsburg Bedroom,30801050.0,Alik,1,Williamsburg,40.71438,-73.94742,1,43.0,14.0,0.0,2019-06-23,0.72,1.0,0.0
Luxury Metropolitan Suite,24831061.0,Hosteeva,2,Midtown,40.76559,-73.98026,0,275.0,1.0,0.0,2019-06-23,0.72,8.0,0.0
living affordably in prim RIVERDALE,24789838.0,Aljosha,0,Kingsbridge,40.88599,-73.89868,1,45.0,6.0,0.0,2019-06-23,0.72,2.0,0.0
Sunny East Village Room Across from the Subway,126012313.0,Madison,2,East Village,40.72276,-73.98741,1,78.0,2.0,7.0,2019-07-06,5.38,1.0,1.0
Roomy Manhattan Studio,8012008.0,Sean,2,Kips Bay,40.74015,-73.98038,0,125.0,2.0,0.0,2019-06-23,0.72,1.0,0.0
Priv. Room in Bushwick near L Train,54081802.0,Urs,3,Ridgewood,40.70017,-73.91014,1,60.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Sunny room in Downtown Brooklyn,46501842.0,Charlotte,1,Park Slope,40.67603,-73.98239,1,42.0,15.0,3.0,2017-05-18,0.07,1.0,0.0
"Bright Room, Luxury Building, 3 Stops To Manhattan",17849213.0,Alexey,1,Williamsburg,40.71506,-73.93816,1,90.0,1.0,52.0,2019-07-06,2.88,2.0,52.0
Cute & quiet 1BR in East Village,4817341.0,Lauren,2,East Village,40.7288,-73.98058,0,200.0,2.0,6.0,2019-06-23,0.95,1.0,7.0
The Brooklyn Blue House 3,183127881.0,Giana,1,Canarsie,40.646,-73.90189,1,59.0,2.0,35.0,2019-05-24,3.85,4.0,176.0
Cozy private bedroom,516015.0,David,1,Williamsburg,40.70648,-73.95686,1,55.0,5.0,2.0,2017-06-21,0.08,1.0,0.0
-CENTRAL PARK - 3 stops by subway(32'' TV room),43298076.0,Gordon M,2,Harlem,40.8224,-73.95402,1,42.0,2.0,34.0,2019-05-01,0.73,4.0,101.0
Chic and Cozy Heart of Williamsburg,72773.0,Guillerma,1,Williamsburg,40.72004,-73.95615,1,100.0,3.0,51.0,2019-06-22,1.07,1.0,345.0
Cozy Home Nested Between Soho and The West Village,158694.0,Beatrix,2,SoHo,40.72825,-74.0033,1,150.0,5.0,1.0,2019-04-30,0.43,1.0,97.0
Sophisticated 1BR in Midtown East by Sonder,12243051.0,Sonder,2,Midtown,40.7482,-73.98776,0,287.0,29.0,0.0,2019-06-23,0.72,96.0,218.0
Private Bedroom w/ Private Entrance-Williamsburg!,1525346.0,Jenn,1,Williamsburg,40.70949,-73.94892,1,73.0,4.0,25.0,2019-05-13,1.64,1.0,48.0
Cozy 1 Bedroom in the Village,3417090.0,Trevor,2,Gramercy,40.7328,-73.9841,0,145.0,1.0,125.0,2019-02-24,3.63,1.0,0.0
EMPIRE STATE BUILDING APARTMENT,21328739.0,Rammi,2,Kips Bay,40.74266,-73.9792,0,220.0,7.0,36.0,2019-06-22,1.65,1.0,91.0
Airy Inwood Apartment,42330189.0,Gabriel,2,Washington Heights,40.85622,-73.93147,0,200.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Gracious 5 Bedroom/2Bath Home by Central Park West,258003068.0,Hugo & Amelia,2,Upper West Side,40.79939,-73.96229,0,479.0,5.0,5.0,2019-06-18,2.68,1.0,159.0
Twin bed-Close to Columbia U & Central Park,64471880.0,Jaleh,2,Harlem,40.80172,-73.95538,1,100.0,1.0,226.0,2019-07-03,7.75,2.0,32.0
Large 2 Bedroom Apartment with Full Amenities,104835154.0,Itay,2,Murray Hill,40.74436,-73.97321,0,175.0,30.0,0.0,2019-06-23,0.72,2.0,274.0
Time square/ Bryant park,145803893.0,Jonathan,2,Midtown,40.75205,-73.98564,0,170.0,2.0,102.0,2019-06-23,4.48,1.0,213.0
Bright & stylish apartment in Greenwich Village,13251813.0,Nick,2,West Village,40.73521,-73.99944,0,120.0,4.0,6.0,2019-02-17,0.49,1.0,1.0
Loved by NYLocals Private Room SoHo,2695451.0,Elle,2,SoHo,40.72476,-74.00387,1,82.0,1.0,228.0,2019-07-05,5.11,2.0,28.0
Prime W. Village location 1 bdrm,17550546.0,Genevieve,2,Greenwich Village,40.73293,-73.99782,0,180.0,1250.0,2.0,2014-11-09,0.03,1.0,365.0
"Bright, Very Spacious, & Quiet Room in Manhattan",7320160.0,Smyles And Diara,2,Harlem,40.80887,-73.94756,1,85.0,2.0,146.0,2019-06-30,2.01,1.0,129.0
Beautiful 4 Bdrm Home - 25 min from Manhattan,32126880.0,Bryant,3,Laurelton,40.67525,-73.74625,0,200.0,2.0,6.0,2019-06-24,0.92,2.0,321.0
Beautiful 1 Bedroom in the heart of Williamsburg,8305133.0,Jessica,1,Williamsburg,40.71642,-73.96244,0,150.0,5.0,0.0,2019-06-23,0.72,1.0,49.0
"SoHo, Entire Place, Rooftop View",186142001.0,Bubbles,2,SoHo,40.72591,-74.00176,0,215.0,1.0,0.0,2019-06-23,0.72,1.0,158.0
"Private room in Ridgewood, near the L line, for 2",140057330.0,Joey,3,Ridgewood,40.69649,-73.90564,1,55.0,1.0,20.0,2019-05-19,1.44,7.0,107.0
Cozy BedStuy/Bushwick Brownstone Apartment,3452241.0,Sadé,1,Bedford-Stuyvesant,40.68524,-73.92183,1,125.0,2.0,0.0,2019-06-23,0.72,1.0,0.0
Nice Private Studio Apartment,107296819.0,Alexandra,2,East Harlem,40.79747,-73.93559,0,105.0,1.0,124.0,2019-06-24,4.18,3.0,0.0
Lovely bedroom,49279577.0,Yone,3,Astoria,40.76737,-73.91244,1,70.0,2.0,26.0,2019-05-22,0.75,1.0,128.0
"Art, Design & Comfort.",68228552.0,Assane,1,Bedford-Stuyvesant,40.68309,-73.95249,1,88.0,7.0,6.0,2018-10-28,0.33,2.0,82.0
Private Room in 2 Bedroom Apartment by the Sea,119523037.0,Anna,1,Brighton Beach,40.58186,-73.9602,1,60.0,1.0,2.0,2019-02-11,0.07,4.0,1.0
3-Bed Brownstone on Beautiful Block,1873589.0,Jill,1,Crown Heights,40.67071,-73.94752,0,250.0,5.0,25.0,2019-01-02,0.35,1.0,220.0
Big room near Central Park,206648175.0,Bella,2,East Harlem,40.78535,-73.94268,1,99.0,2.0,12.0,2019-06-12,1.64,1.0,176.0
~House of Rest~Treehouse Room in Bushwick Brooklyn,427019.0,Oh,1,Williamsburg,40.70713,-73.92918,1,55.0,2.0,18.0,2019-05-21,1.61,2.0,5.0
Clean + Simple Chelsea 2 Bedroom (sleeps 7),4393578.0,Jack,2,Chelsea,40.7402,-73.999,0,300.0,30.0,51.0,2019-04-09,2.55,2.0,126.0
East Village Manhattan NYC Bedroom!,2208993.0,Chris,2,East Village,40.72278,-73.98497,1,150.0,3.0,38.0,2019-06-17,0.6,3.0,357.0
"Laid back and homey, roof access, bidet, vibes af",21649183.0,Shane,1,Bushwick,40.69644,-73.91995,1,78.0,2.0,0.0,2019-06-23,0.72,1.0,28.0
"Clotilde's House. Studio apt in Manhattan, Harlem.",36450406.0,Franklin,2,Harlem,40.8235,-73.94619,0,100.0,2.0,1.0,2019-03-25,0.28,1.0,1.0
"Luxury Williamsburg, Brooklyn LOFT",1649300.0,James,1,Williamsburg,40.72091,-73.95814,0,325.0,2.0,320.0,2019-07-07,3.6,1.0,0.0
Bushwick Hideaway (Studio),11392003.0,Mark,1,Bushwick,40.69709,-73.93103,0,210.0,3.0,76.0,2019-06-24,2.8,1.0,9.0
Cozy one-bedroom in E Village,1946840.0,Nick,2,East Village,40.72982,-73.98316,0,185.0,7.0,21.0,2019-06-04,0.4,1.0,27.0
Penthouse with Private Rooftop for Events/Shoots,11623750.0,Mike,2,Greenwich Village,40.7335,-73.99834,0,2500.0,1.0,0.0,2019-06-23,0.72,1.0,0.0
Lovely Lofted Room in UWS,7532832.0,Wing-Yee,2,Upper West Side,40.80066,-73.96941,1,125.0,1.0,1.0,2015-06-09,0.02,1.0,0.0
"Stylish, spacious, private 1BR apt in Ditmas Park",125396920.0,Adam,1,Flatbush,40.64314,-73.95705,0,75.0,3.0,10.0,2019-01-03,0.84,1.0,0.0
Enormous Duplex in Park Slope (2-3 month sublet),49405.0,Peter,1,Park Slope,40.6757,-73.97473,0,180.0,60.0,0.0,2019-06-23,0.72,1.0,0.0
Penthouse Studio with Queen Bed & Private Rooftop,6655660.0,Kate,2,Lower East Side,40.71798,-73.98418,0,275.0,2.0,17.0,2019-05-22,0.76,1.0,171.0
Your cozy and comfy space near 7 train,17638424.0,Sophie,3,Elmhurst,40.74658,-73.87358,1,30.0,1.0,106.0,2019-06-30,3.36,8.0,142.0
Upper East Side private bedroom near Central Park,39480845.0,Jen,2,East Harlem,40.79042,-73.94641,1,75.0,4.0,37.0,2017-03-04,0.77,1.0,0.0
Art Filled Private Room,62776991.0,Cem,1,Sunset Park,40.66323,-73.99573,1,60.0,5.0,3.0,2019-05-10,0.47,1.0,0.0
Soho/Nolita - Best Location - Large 1 BDRM.,12484957.0,Marina,2,Nolita,40.72102,-73.99469,0,280.0,3.0,122.0,2019-06-24,2.35,1.0,113.0
Casa de Fierce,109074907.0,Dasha,2,Upper East Side,40.77421,-73.95544,0,150.0,1.0,1.0,2017-10-26,0.05,1.0,0.0
Penthouse duplex on Bowery with huge terrace.,408485.0,Justin,2,East Village,40.72709,-73.99074,0,545.0,2.0,1.0,2019-06-23,1.0,1.0,177.0
Spacious Sunny Union Sq Room,4336760.0,Marie,2,Chelsea,40.73588,-73.99224,1,65.0,180.0,2.0,2019-06-02,0.07,1.0,263.0
Private Suite 15min to Times Square,3912009.0,Brendan,2,Harlem,40.82193,-73.94499,1,95.0,3.0,160.0,2019-07-01,2.78,2.0,0.0
"Global Sanctuary ~ Brooklyn, Entire House",88036082.0,DaNeilia,1,East Flatbush,40.63912,-73.92827,0,125.0,2.0,17.0,2019-03-08,2.48,2.0,0.0
"Cute, clean studio in Central Harlem",23273780.0,Rahel,2,Harlem,40.81619,-73.93798,0,77.0,1.0,2.0,2016-07-06,0.05,1.0,0.0
Comfortable & Bright Studio in the East Village,3281798.0,Guillermo,2,East Village,40.73014,-73.98152,0,180.0,3.0,8.0,2019-06-09,0.42,1.0,10.0
Modern Gramercy Park/NoMad Flat near Union Square,9581668.0,Kirk,2,Kips Bay,40.73882,-73.98291,0,219.0,1.0,18.0,2019-07-02,4.46,1.0,292.0
Bienvenue à NY - 2BDM with a view,7106617.0,Nacer,2,Upper West Side,40.79828,-73.97231,0,150.0,5.0,6.0,2016-08-30,0.12,1.0,0.0
Sonder | Hanover Square | Pristine 1BR + Rooftop,12243051.0,Sonder,2,Financial District,40.70514,-74.00914,0,159.0,29.0,0.0,2019-06-23,0.72,96.0,325.0
Luxury accommodation minutes from Central Park!,244361589.0,Row NYC,2,Theater District,40.75781,-73.98903,1,499.0,1.0,0.0,2019-06-23,0.72,9.0,293.0
Room-Convenient UES Near everything,30824695.0,Idamil,2,Upper East Side,40.7817,-73.94613,1,85.0,3.0,3.0,2017-08-16,0.09,1.0,0.0
Luxury suite in the heart of Manhattan,145981682.0,Simi,2,Theater District,40.76,-73.98377,0,212.0,1.0,5.0,2019-02-08,0.69,3.0,272.0
Sunny Balcony Apartment,125398274.0,Christian,2,Lower East Side,40.71869,-73.9931,0,200.0,3.0,7.0,2018-07-23,0.26,2.0,0.0
large light-filled bedroom in Bushwick!,65068375.0,Mabel,1,Bushwick,40.70216,-73.92928,1,37.0,2.0,1.0,2017-05-08,0.04,1.0,0.0
Cosy quiet nest on a Mulberry tree,77125873.0,Liliya,1,Bedford-Stuyvesant,40.68627,-73.94106,0,130.0,2.0,24.0,2019-06-19,1.14,1.0,10.0
Cozy room in the heart of Park Slope.,18240752.0,Vadzim,1,Park Slope,40.67538,-73.98117,1,47.0,2.0,7.0,2017-05-01,0.26,1.0,0.0
Modern Studio in Financial District,14060030.0,Emily,2,Financial District,40.70527,-74.00629,0,180.0,1.0,2.0,2016-05-28,0.05,1.0,0.0
Spacious 1BR By Prospect Park,24915465.0,Oded,1,Prospect-Lefferts Gardens,40.66244,-73.95813,0,139.0,1.0,44.0,2016-05-08,0.8,1.0,0.0
HELL'S KITCHEN STUDIO for 2 or 3,4888599.0,Rod,2,Hell's Kitchen,40.76662,-73.99302,0,179.0,3.0,209.0,2019-06-11,2.7,1.0,202.0
"Massive, Incredible Brand New East Village Loft",238779678.0,Dustin,2,East Village,40.72735,-73.98917,1,62.0,30.0,0.0,2019-06-23,0.72,9.0,325.0
Huge Room in Upper West close to Columbia & Subway,2666466.0,Javier,2,Morningside Heights,40.80439,-73.96393,1,130.0,4.0,37.0,2019-06-18,4.16,1.0,38.0
"Cute, clean, room in Williamsburg!",12378834.0,Ana Bess,1,Williamsburg,40.70512,-73.94347,1,64.0,1.0,1.0,2016-01-05,0.02,1.0,0.0
NYC HUB HOME: Train @ 900ft; midtown 30min!,20912691.0,Jeff,3,Jamaica,40.70887,-73.78275,0,128.0,2.0,23.0,2019-05-05,1.75,7.0,10.0
Private Room,89855730.0,Rory,2,East Village,40.72661,-73.97894,1,105.0,5.0,4.0,2017-10-29,0.12,1.0,0.0
South-By-Southwest Room,92193254.0,Max,2,Upper West Side,40.80093,-73.9601,1,97.0,3.0,96.0,2019-07-06,2.8,1.0,134.0
Beautiful room in newly renovated aptartment,39726129.0,Jacob,2,Stuyvesant Town,40.7294,-73.97751,1,60.0,2.0,2.0,2016-08-25,0.06,1.0,0.0
Newly renovated with elevator room 1,125961131.0,David,2,Two Bridges,40.71107,-73.99509,1,79.0,1.0,44.0,2019-06-28,6.38,3.0,3.0
